LatinName,PolishName,Description,Edibility,Toxicity,Habitat
Ganoderma lobatum,Lakownica płatowata,"Grzyb o konsolowatym, brązowym, lakierowanym owocniku z płatowatym brzegiem. Rośnie na drzewach liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Ganoderma martinicense,Lakownica karaibska,"Grzyb o konsolowatym, czerwonobrązowym, lakierowanym owocniku. Rośnie na drzewach liściastych w tropikach. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Ganoderma megaloma,Lakownica wielka,"Grzyb o dużym, konsolowatym, brązowym, lakierowanym owocniku. Rośnie na drzewach liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Ganoderma oregonense,Lakownica oregońska,"Grzyb o konsolowatym, brązowym, lakierowanym owocniku. Rośnie na drzewach iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Ganoderma sessile,Lakownica beztrzonowa,"Grzyb o konsolowatym, brązowym, lakierowanym owocniku bez trzonu. Rośnie na drzewach liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Geastrum,Gwiazdosz,Rodzaj grzybów o kulistych owocnikach otwierających się gwiaździście. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Geastrum saccatum,Gwiazdosz workowaty,"Grzyb o kulistym owocniku otwierającym się gwiaździście, z workowatym endoperydium. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Geopyxis carbonaria,Czareczka węglolubna,"Grzyb o miseczkowatym, pomarańczowym owocniku. Rośnie na wypalonych miejscach w lasach. Owocniki pojawiają się wiosną i latem",Niejadalny,Nie trujący,"Mieszany
"
Gerronema atrialbum,Pępowniczek czarnobiały,"Grzyb o małym, czarniawym kapeluszu z białym brzegiem. Rośnie na mchach w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Gerronema strombodes,Pępowniczek stożkowaty,"Grzyb o małym, stożkowatym, brązowym kapeluszu. Rośnie na mchach w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Gliophorus irrigatus,Wodnicha nawodniona,"Grzyb o śluzowatym, zielonkawym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gliophorus perplexus,Wodnicha zagadkowa,"Grzyb o śluzowatym, różowawym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gloeophyllum sepiarium,Niszczyca płotowa,"Grzyb o konsolowatym, brązowym owocniku z blaszkowatym hymenoforem. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Gloioxanthomyces nitidus,Wilgotnica lśniąca,"Grzyb o śluzowatym, żółtym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gomphidius oregonensis,Klejek oregoński,"Grzyb o brązowym, śluzowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Gomphus clavatus,Siedzuń sosnowy,"Grzyb o maczugowatym, fioletowawym owocniku. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Grifola frondosa,Żagwica listkowata,"Grzyb o dużym, wielokrotnie rozgałęzionym owocniku. Rośnie u podstawy drzew liściastych. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Liściasty
"
Guepinia helvelloides,Łzawnik rozciekliwy,"Grzyb o językowatym, pomarańczowym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gymnopilus,Łuskwiak,Rodzaj grzybów o żółtych lub pomarańczowych kapeluszach. Rosną na martwym drewnie. Owocniki pojawiają się od lata do jesieni,Niejadalny,Niektóre halucynogenne,"Mieszany
"
Gymnopilus aeruginosus,Łuskwiak zielonawy,Grzyb o zielonawym kapeluszu. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Gymnopilus junonius,Łuskwiak wspaniały,"Grzyb o dużym, pomarańczowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Halucynogenny,"Liściasty
"
Gymnopilus luteus,Łuskwiak żółty,Grzyb o żółtym kapeluszu. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Gymnopilus punctifolius,Łuskwiak kropkowany,Grzyb o pomarańczowym kapeluszu z ciemniejszymi plamkami. Rośnie na martwym drewnie. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Gymnopilus sapineus,Łuskwiak jodłowy,Grzyb o pomarańczowym kapeluszu. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Gymnopilus subspectabilis,Łuskwiak okazały,"Grzyb o dużym, pomarańczowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Halucynogenny,"Liściasty
"
Gymnopilus thiersii,Łuskwiak Thiersa,Grzyb o pomarańczowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Gymnopilus ventricosus,Łuskwiak brzuchaty,Grzyb o pomarańczowym kapeluszu i brzuchatym trzonie. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Gymnopus,Pieniążek,"Rodzaj grzybów o małych, brązowych kapeluszach. Rosną na ściółce leśnej i martwym drewnie. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Gymnopus alkalivirens,Pieniążek zieleniejący,"Grzyb o brązowym kapeluszu, który zielenieje w roztworze zasadowym. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gymnopus aquosus,Pieniążek wodnisty,"Grzyb o brązowym, wodnistym kapeluszu. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Gymnopus iocephalus,Pieniążek fioletowogłowy,Grzyb o fioletowawym kapeluszu. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Gymnopus semihirtipes,Pieniążek półkosmaty,Grzyb o brązowym kapeluszu i częściowo owłosionym trzonie. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Gymnopus subsulphureus,Pieniążek siarkowy,Grzyb o żółtawym kapeluszu. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Gyromitra ancilis,Piestrzenica olbrzymia,"Grzyb o dużym, pofałdowanym, brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Trujący,"Iglasty
"
Gyromitra brunnea,Piestrzenica brunatna,"Grzyb o pofałdowanym, brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Trujący,"Iglasty
"
Gyromitra esculenta,Piestrzenica kasztanowata,"Grzyb o pofałdowanym, kasztanowatym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Śmiertelnie trujący,"Iglasty
"
Gyromitra infula,Piestrzenica infułowata,"Grzyb o siodłowatym, brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się jesienią",Niejadalny,Trujący,"Iglasty
"
Gyromitra korfii,Piestrzenica Korfa,"Grzyb o pofałdowanym, brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Trujący,"Iglasty
"
Gyroporus castaneus,Piaskowiec kasztanowaty,Grzyb o kasztanowatym kapeluszu i pustym trzonie. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Hapalopilus rutilans,Miękusz rabarbarowy,"Grzyb o konsolowatym, pomarańczowym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Harrya chromapes,Borowik żółtopory,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Hebeloma,Włośnianka,Rodzaj grzybów o brązowych kapeluszach. Rosną na ziemi w lasach. Owocniki pojawiają się od lata do jesieni,Niejadalny,Niektóre trujące,"Mieszany
"
Hebeloma arenosum,Włośnianka piaskowa,Grzyb o jasnobrązowym kapeluszu. Rośnie na piaszczystych glebach w lasach. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Mieszany
"
Hebeloma cavipes,Włośnianka pustopodstawowa,Grzyb o brązowym kapeluszu i pustym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Hebeloma crustuliniforme,Włośnianka rosista,Grzyb o jasnobrązowym kapeluszu pokrytym kroplami. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Liściasty
"
Hebeloma excedens,Włośnianka wysmukła,"Grzyb o brązowym, stożkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Hebeloma harperi,Włośnianka Harpera,Grzyb o brązowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hebeloma mesophaeum,Włośnianka brązowawa,Grzyb o brązowym kapeluszu z ciemniejszym środkiem. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Mieszany
"
Hebeloma sacchariolens,Włośnianka anyżkowa,Grzyb o jasnobrązowym kapeluszu o zapachu anyżu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Hebeloma velutipes,Włośnianka aksamitnotrzonowa,Grzyb o brązowym kapeluszu i aksamitnym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Heimiomyces,Łysostopek,Rodzaj małych grzybów o brązowych kapeluszach. Rosną na martwym drewnie. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Heimiomyces tenuipes,Łysostopek cienkostopy,"Grzyb o małym, brązowym kapeluszu i cienkim trzonie. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Helvella,Piestrzyca,Rodzaj grzybów o miseczkowatych lub siodłowatych owocnikach. Rosną na ziemi w lasach. Owocniki pojawiają się od wiosny do jesieni,"Niektóre jadalne, inne niejadalne",Niektóre trujące,"Mieszany
"
Helvella acetabulum,Piestrzyca pucharowata,"Grzyb o pucharowatym, brązowym owocniku. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną i latem",Niejadalny,Nie trujący,"Liściasty
"
Helvella compressa,Piestrzyca spłaszczona,"Grzyb o spłaszczonym, szarym owocniku. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Helvella dryophila,Piestrzyca dębowa,"Grzyb o miseczkowatym, brązowym owocniku. Rośnie na ziemi w lasach dębowych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Helvella elastica,Piestrzyca giętka,"Grzyb o siodłowatym, szarym owocniku na smukłym trzonie. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Helvella macropus,Piestrzyca długotrzonowa,"Grzyb o miseczkowatym, szarym owocniku na długim trzonie. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Helvella maculata,Piestrzyca plamista,"Grzyb o miseczkowatym, szarym owocniku z ciemniejszymi plamkami. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Helvella vespertina,Piestrzyca wieczorna,"Grzyb o miseczkowatym, brązowym owocniku. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Hemileccinum hortonii,Borowik Hortona,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Hemileccinum impolitum,Borowik nieszlachetny,Grzyb o brązowym kapeluszu i białych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Hemileccinum subglabripes,Borowik gładkotrzonowy,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Hemimycena,Białogrzybówka,"Rodzaj małych, białych grzybów. Rosną na ściółce i martwym drewnie. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Hemipholiota populnea,Łuskwiak topolowy,Grzyb o żółtawym kapeluszu pokrytym łuskami. Rośnie na martwym drewnie topoli. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Hemistropharia albocrenulata,Pierścieniak białokarbowany,"Grzyb o brązowym kapeluszu z białym, karbowanym brzegiem. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Hericium abietis,Soplówka jodłowa,"Grzyb o białym, rozgałęzionym owocniku z długimi kolcami. Rośnie na martwym drewnie jodeł. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Iglasty
"
Hericium americanum,Soplówka amerykańska,"Grzyb o białym, rozgałęzionym owocniku z długimi kolcami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Liściasty
"
Hericium erinaceus,Soplówka jeżowata,"Grzyb o białym, kulistym owocniku pokrytym długimi kolcami. Rośnie na żywych i martwych drzewach liściastych. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Liściasty
"
Hexagonia hydnoides,Sześciobocznik kolczasty,Grzyb o konsolowatym owocniku z sześciokątnymi porami. Rośnie na martwym drewnie drzew liściastych w tropikach. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Liściasty
"
Hohenbuehelia,Boczniak,Rodzaj grzybów o boczniakowym pokroju. Rosną na martwym drewnie. Owocniki pojawiają się od lata do jesieni,"Niektóre jadalne, inne niejadalne",Nie trujący,"Liściasty
"
Hohenbuehelia mastrucata,Boczniak owłosiony,"Grzyb o szarym, owłosionym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Hohenbuehelia petaloides,Boczniak płatkowaty,"Grzyb o szarym, płatkowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Humaria hemisphaerica,Włośniczka półkulista,"Grzyb o półkulistym, brązowym owocniku pokrytym włoskami. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Humidicutis,Wilgotnica,"Rodzaj grzybów o śluzowatych, kolorowych kapeluszach. Rosną na łąkach i w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Humidicutis marginata,Wilgotnica obrzeżona,Grzyb o pomarańczowym kapeluszu z ciemniejszym brzegiem. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Hydnellum,Kolczakówka,Rodzaj grzybów o owocnikach z kolcami na spodzie kapelusza. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Hydnellum aurantiacum,Kolczakówka pomarańczowa,Grzyb o pomarańczowym kapeluszu z kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hydnellum caeruleum,Kolczakówka niebieska,Grzyb o niebieskim kapeluszu z kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hydnellum concrescens,Kolczakówka strefowana,Grzyb o brązowym kapeluszu z koncentrycznymi strefami i kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hydnellum peckii,Kolczakówka krwawiąca,Grzyb o białawym kapeluszu z czerwonymi kroplami i kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hydnellum scrobiculatum,Kolczakówka dołkowana,Grzyb o brązowym kapeluszu z dołkami i kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Hydnum,Kolczak,Rodzaj grzybów o owocnikach z kolcami na spodzie kapelusza. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Hydnum oregonense,Kolczak oregoński,Grzyb o białawym kapeluszu z kolcami na spodzie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Hydnum rufescens,Kolczak rudawy,Grzyb o rudawym kapeluszu z kolcami na spodzie. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Hydnum umbilicatum,Kolczak pępkowany,Grzyb o białawym kapeluszu z wgłębieniem w środku i kolcami na spodzie. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Hydnum zongolicense,Kolczak zongolski,Grzyb o białawym kapeluszu z kolcami na spodzie. Rośnie w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Jadalny,Nie trujący,"Liściasty
"
Hygrocybe,Wilgotnica,"Rodzaj grzybów o jaskrawo zabarwionych, śluzowatych owocnikach. Rosną na łąkach i w lasach. Owocniki pojawiają się latem i jesienią","Niektóre jadalne, inne niejadalne",Nie trujący,"Mieszany
"
Hygrocybe aurantiosplendens,Wilgotnica pomarańczowa,"Grzyb o jaskrawopomarańczowym, śluzowatym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Hygrocybe cantharellus,Wilgotnica pieprznikowa,"Grzyb o pomarańczowym, lejkowatym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Hygrocybe coccinea,Wilgotnica szkarłatna,"Grzyb o jaskrawoczerwonym, śluzowatym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
